Year ,Month ,EntityID ,Entity Name ,Plant Producer T ype ,Plant Name ,Plant State ,Plant ID ,Generator ID ,Net Summer Capacity (MW) ,Technology ,Energy Source Code ,Prime Mover Code ,Status ,Nameplate Capacity (MW) 
2016,6,59452,"Ingenco Renewable Development, LLC ",IPP ,Bristol Plant ,VA ,60222,A6 ,0.3,Landfill Gas ,LFG ,IC ,"(V) Under construction, more than 50 percent complete ",0.3
2016,6,59452,"Ingenco Renewable Development, LLC ",IPP ,Bristol Plant ,VA ,60222,B1 ,0.3,Landfill Gas ,LFG ,IC ,"(V) Under construction, more than 50 percent complete ",0.3
2016,6,59452,"Ingenco Renewable Development, LLC ",IPP ,Bristol Plant ,VA ,60222,B2 ,0.3,Landfill Gas ,LFG ,IC ,"(V) Under construction, more than 50 percent complete ",0.3
2016,6,59452,"Ingenco Renewable Development, LLC ",IPP ,Bristol Plant ,VA ,60222,B3 ,0.3,Landfill Gas ,LFG ,IC ,"(V) Under construction, more than 50 percent complete ",0.3
2016,6,59452,"Ingenco Renewable Development, LLC ",IPP ,Bristol Plant ,VA ,60222,B4 ,0.3,Landfill Gas ,LFG ,IC ,"(V) Under construction, more than 50 percent complete ",0.3
2016,6,59452,"Ingenco Renewable Development, LLC ",IPP ,Bristol Plant ,VA ,60222,B5 ,0.3,Landfill Gas ,LFG ,IC ,"(V) Under construction, more than 50 percent complete ",0.3
2016,6,59452,"Ingenco Renewable Development, LLC ",IPP ,Bristol Plant ,VA ,60222,B6 ,0.3,Landfill Gas ,LFG ,IC ,"(V) Under construction, more than 50 percent complete ",0.3
2016,6,59441,"Innovative Solar 46, LLC ",IPP ,Innovative Solar 46 ,NC ,59671,IS046 ,78.5,Solar Photovoltaic ,SUN ,PV ,"(V) Under construction, more than 50 percent complete ",78.5
2016,6,59897,"LKL Goldfinch, LLC ",IPP ,Goldfinch ,FL ,60124,GFNCH ,3.0,Solar Photovoltaic ,SUN ,PV ,"(TS) Construction complete, but not yet in commercial operation ",3.0
2016,6,11208,Los Angeles Department of Water & Power ,Electric Utility ,Maclay Solar Project ,CA ,57308,1,2.2,Solar Photovoltaic ,SUN ,PV ,"(V) Under construction, more than 50 percent complete ",2.2
2016,6,11208,Los Angeles Department of Water & Power ,Electric Utility ,Scattergood ,CA ,404,4,214.4,Natural Gas Fired Combined Cycle ,NG ,CT ,"(TS) Construction complete, but not yet in commercial operation ",216.9
2016,6,11208,Los Angeles Department of Water & Power ,Electric Utility ,Scattergood ,CA ,404,5,107.2,Natural Gas Fired Combined Cycle ,NG ,CA ,"(TS) Construction complete, but not yet in commercial operation ",118.9
2016,6,11208,Los Angeles Department of Water & Power ,Electric Utility ,Scattergood ,CA ,404,6,105.8,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(TS) Construction complete, but not yet in commercial operation ",106.9
2016,6,11208,Los Angeles Department of Water & Power ,Electric Utility ,Scattergood ,CA ,404,7,105.8,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(TS) Construction complete, but not yet in commercial operation ",106.9
2016,6,58451,"McCoy Solar, LLC ",IPP ,McCoy Solar Energy Project ,CA ,58462,BLK3 ,39.6,Solar Photovoltaic ,SUN ,PV ,"(U) Under construction, less than or equal to 50 percent complete ",39.6
2016,6,12397,Metropolitan Water District of S CA ,Electric Utility ,Weymouth Solar Plant ,CA ,60255,1,2.0,Solar Photovoltaic ,SUN ,PV ,"(V) Under construction, more than 50 percent complete ",2.0
2016,6,12397,Metropolitan Water District of S CA ,Electric Utility ,Weymouth Solar Plant ,CA ,60255,2,1.0,Solar Photovoltaic ,SUN ,PV ,"(V) Under construction, more than 50 percent complete ",1.0
2016,6,56990,NJR Clean Energy Ventures Corporation ,IPP ,East Amwell ,NJ ,60327,AMW EL ,1.8,Solar Photovoltaic ,SUN ,PV ,"(U) Under construction, less than or equal to 50 percent complete ",1.8
2016,6,56990,NJR Clean Energy Ventures Corporation ,IPP ,Sharon Station ,NJ ,60267,SHRN1 ,2.7,Solar Photovoltaic ,SUN ,PV ,"(U) Under construction, less than or equal to 50 percent complete ",2.7
2016,6,59893,Northern Water Hydropower Enterprise ,Commercial ,Granby Hydro ,CO ,60119,GEN1 ,1.2,Conventional Hydroelectric ,WAT ,HY ,"(V) Under construction, more than 50 percent complete ",1.2
2016,6,60048,PHR Holdings LLC ,IPP ,Cielo Lindo ,TX ,60264,CLGT1 ,60.0,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(V) Under construction, more than 50 percent complete ",71.2
2016,6,60048,PHR Holdings LLC ,IPP ,Cielo Lindo ,TX ,60264,CLGT2 ,60.0,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(V) Under construction, more than 50 percent complete ",71.2
2016,6,60048,PHR Holdings LLC ,IPP ,Cielo Lindo ,TX ,60264,CLGT3 ,60.0,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(V) Under construction, more than 50 percent complete ",71.2
2016,6,60048,PHR Holdings LLC ,IPP ,Cielo Lindo ,TX ,60264,CLGT4 ,60.0,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(V) Under construction, more than 50 percent complete ",71.2
2016,6,60048,PHR Holdings LLC ,IPP ,Cielo Lindo ,TX ,60264,CLGT5 ,60.0,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(V) Under construction, more than 50 percent complete ",71.2
2016,6,60048,PHR Holdings LLC ,IPP ,Cielo Lindo ,TX ,60264,CLGT6 ,60.0,Natural Gas Fired Combustion Turbine ,NG ,GT ,"(V) Under construction, more than 50 percent complete ",71.2
2016,6,58421,Panda Patriot O&M LLC ,IPP ,Panda Patriot Generation Plant ,PA ,58426,GEN1 ,382.5,Natural Gas Fired Combined Cycle ,NG ,CS ,"(V) Under construction, more than 50 percent complete ",435.0
2016,6,58421,Panda Patriot O&M LLC ,IPP ,Panda Patriot Generation Plant ,PA ,58426,GEN2 ,382.5,Natural Gas Fired Combined Cycle ,NG ,CS ,"(V) Under construction, more than 50 percent complete ",435.0
2016,6,16179,Rochelle Municipal Utilities ,Electric Utility ,South Main Street ,IL ,961,16,1.8,Petroleum Liquids ,DFO ,IC ,"(U) Under construction, less than or equal to 50 percent complete ",1.8
2016,6,16179,Rochelle Municipal Utilities ,Electric Utility ,South Main Street ,IL ,961,17,1.8,Petroleum Liquids ,DFO ,IC ,"(U) Under construction, less than or equal to 50 percent complete ",1.8
2016,6,16179,Rochelle Municipal Utilities ,Electric Utility ,South Main Street ,IL ,961,18,1.8,Petroleum Liquids ,DFO ,IC ,"(U) Under construction, less than or equal to 50 percent complete ",1.8
2016,6,59404,Seaboard Solar LLC ,IPP ,Seaboard Solar LLC ,NC ,59643,5MWPV ,5.0,Solar Photovoltaic ,SUN ,PV ,"(V) Under construction, more than 50 percent complete ",5.0
2016,6,59363,"Silver State Solar Power South, LLC ",IPP ,Silver State Solar Power South ,NV ,58644,BLK8 ,16.2,Solar Photovoltaic ,SUN ,PV ,"(U) Under construction, less than or equal to 50 percent complete ",16.2
2016,6,57313,SolarCity Corporation ,IPP ,"Hewlett-Packard (HP) - Andover, MA ",MA ,60099,PV1 ,1.7,Solar Photovoltaic ,SUN ,PV ,"(TS) Construction complete, but not yet in commercial operation ",1.7
2016,6,57313,SolarCity Corporation ,IPP ,Oneida County- DPW ,NY ,60114,PV1 ,1.4,Solar Photovoltaic ,SUN ,PV ,"(TS) Construction complete, but not yet in commercial operation ",1.4
2016,6,57313,SolarCity Corporation ,IPP ,Orange County Solar Farm (NY) ,NY ,60229,PV1 ,1.5,Solar Photovoltaic ,SUN ,PV ,"(TS) Construction complete, but not yet in commercial operation ",1.5
2016,6,59837,"South Plains Wind Energy II, LLC ",IPP ,South Plains II ,TX ,60087,SPII ,300.0,Onshore Wind Turbine ,WND ,WT ,"(V) Under construction, more than 50 percent complete ",300.0
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG01 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG02 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG03 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG04 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG05 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG06 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG07 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG08 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG09 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG10 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG11 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,17583,"South Texas Electric Coop, Inc ",Electric Utility ,Red Gate Power Plant ,TX ,59391,ENG12 ,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.7
2016,6,18125,Stillwater Utilities Authority ,Electric Utility ,Stillwater Energy Center ,OK ,59647,1,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.8
2016,6,18125,Stillwater Utilities Authority ,Electric Utility ,Stillwater Energy Center ,OK ,59647,2,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.8
2016,6,18125,Stillwater Utilities Authority ,Electric Utility ,Stillwater Energy Center ,OK ,59647,3,18.3,Natural Gas Internal Combustion Engine ,NG ,IC ,"(V) Under construction, more than 50 percent complete ",18.8
2016,6,58661,"Sustainable Power Group, LLC ",IPP ,SEPV Mojave West ,CA ,59740,SPVMW ,20.0,Solar Photovoltaic ,SUN ,PV ,"(TS) Construction complete, but not yet in commercial operation ",20.0
